# Score Result
| ID | length | state | recall | prec | matched_brackets | gold_brackets | test_brackets | cross_brackets | words | correct_tags | tag_accracy |
|  25|      40|      0|    0.00|  0.00|                 0|             17|             11|               8|     40|            40|            1|
|  26|      74|      0|    0.06|  0.05|                 1|             17|             21|               9|     74|            74|            1|
|  27|       4|      0|    0.00|  0.00|                 0|              3|              3|               0|      4|             4|            1|
|  28|      34|      0|    0.00|  0.00|                 0|             16|             12|              11|     34|            34|            1|
|  29|       5|      0|    0.00|  0.00|                 0|              3|              3|               0|      5|             5|            1|
|  30|      58|      0|    0.07|  0.05|                 1|             15|             20|               6|     58|            58|            1|
|  31|      42|      0|    0.07|  0.07|                 1|             14|             14|               9|     42|            42|            1|
|  32|      57|      0|    0.12|  0.12|                 2|             16|             17|              10|     57|            57|            1|
|  33|      35|      0|    0.00|  0.00|                 0|             15|             13|               8|     35|            35|            1|
|  34|      21|      0|    0.00|  0.00|                 0|              9|              8|               5|     21|            21|            1|
|  35|      31|      0|    0.00|  0.00|                 0|             14|             11|              10|     31|            31|            1|
|  36|      32|      0|    0.08|  0.08|                 1|             12|             12|               9|     32|            32|            1|
|  37|      24|      0|    0.07|  0.10|                 1|             14|             10|               7|     24|            24|            1|
|  38|      43|      0|    0.08|  0.07|                 1|             13|             14|              10|     43|            43|            1|
|  39|      28|      0|    0.08|  0.10|                 1|             13|             10|               7|     28|            28|            1|
|  40|       3|      0|    0.00|  0.00|                 0|              3|              3|               0|      3|             3|            1|
|  41|      22|      0|    0.00|  0.00|                 0|             13|              8|               6|     22|            22|            1|
|  42|       4|      0|    0.00|  0.00|                 0|              3|              3|               0|      4|             4|            1|
|  43|      28|      0|    0.06|  0.09|                 1|             16|             11|               7|     28|            28|            1|
|  44|      48|      0|    0.07|  0.07|                 1|             15|             14|              10|     48|            48|            1|
|  45|      24|      0|    0.00|  0.00|                 0|             13|              8|               5|     24|            24|            1|
|  46|       5|      0|    0.00|  0.00|                 0|              3|              3|               0|      5|             5|            1|
|  47|      23|      0|    0.00|  0.00|                 0|             14|              9|               8|     23|            23|            1|
|  48|      18|      0|    0.00|  0.00|                 0|              8|              8|               4|     18|            18|            1|
|  49|     103|      0|    0.06|  0.04|                 1|             18|             28|              14|    103|           103|            1|
|  50|      59|      0|    0.00|  0.00|                 0|             16|             18|              11|     59|            59|            1|
|  51|      51|      0|    0.08|  0.07|                 1|             13|             14|               8|     51|            51|            1|
|  52|      24|      0|    0.00|  0.00|                 0|             12|              8|               5|     24|            24|            1|
|  53|      20|      0|    0.08|  0.12|                 1|             12|              8|               6|     20|            20|            1|
|  54|      34|      0|    0.00|  0.00|                 0|             14|             12|               9|     34|            34|            1|
|  55|      34|      0|    0.00|  0.00|                 0|             17|             12|               9|     34|            34|            1|
|  56|      64|      0|    0.00|  0.00|                 0|             17|             20|              10|     64|            64|            1|
|  57|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
|  58|      53|      0|    0.07|  0.06|                 1|             15|             16|              11|     53|            53|            1|
|  59|      26|      0|    0.00|  0.00|                 0|             14|              8|               7|     26|            26|            1|
|  60|      58|      0|    0.06|  0.06|                 1|             16|             18|              13|     58|            58|            1|
|  61|      28|      0|    0.00|  0.00|                 0|             14|             11|               9|     28|            28|            1|
|  62|      58|      0|    0.06|  0.06|                 1|             16|             18|              11|     58|            58|            1|
|  63|      34|      0|    0.00|  0.00|                 0|             16|             12|               8|     34|            34|            1|
|  64|      20|      0|    0.00|  0.00|                 0|             12|              8|               5|     20|            20|            1|
|  65|      21|      0|    0.08|  0.12|                 1|             13|              8|               7|     21|            21|            1|
|  66|      43|      0|    0.07|  0.07|                 1|             14|             14|               8|     43|            43|            1|
|  67|      15|      0|    0.00|  0.00|                 0|             12|              3|               0|     15|            15|            1|
|  68|      31|      0|    0.08|  0.09|                 1|             12|             11|               5|     31|            31|            1|
|  69|      24|      0|    0.00|  0.00|                 0|             13|              8|               7|     24|            24|            1|
|  70|      44|      0|    0.00|  0.00|                 0|             17|             15|              14|     44|            44|            1|
|  71|      23|      0|    0.00|  0.00|                 0|             14|              9|               6|     23|            23|            1|
|  72|      32|      0|    0.00|  0.00|                 0|             11|             12|               8|     32|            32|            1|
|  73|      53|      0|    0.08|  0.07|                 1|             13|             14|              10|     53|            53|            1|
|  74|      31|      0|    0.00|  0.00|                 0|             13|             11|               3|     31|            31|            1|
|  75|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
|  76|      32|      0|    0.00|  0.00|                 0|             14|             11|               7|     32|            32|            1|
|  77|      31|      0|    0.00|  0.00|                 0|             13|             11|               3|     31|            31|            1|
|  78|      36|      0|    0.00|  0.00|                 0|             14|             13|               9|     36|            36|            1|
|  79|      41|      0|    0.08|  0.07|                 1|             12|             14|               7|     41|            41|            1|
|  80|      28|      0|    0.08|  0.09|                 1|             12|             11|               7|     28|            28|            1|
|  81|      59|      0|    0.07|  0.06|                 1|             15|             17|               9|     59|            59|            1|
|  82|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
|  83|      27|      0|    0.00|  0.00|                 0|             12|             10|               7|     27|            27|            1|
|  84|      45|      0|    0.00|  0.00|                 0|             13|             15|               7|     45|            45|            1|
|  85|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
|  86|      41|      0|    0.00|  0.00|                 0|             13|             14|               9|     41|            41|            1|
|  87|      80|      0|    0.06|  0.04|                 1|             16|             23|              14|     80|            80|            1|
|  88|      49|      0|    0.00|  0.00|                 0|             14|             16|              10|     49|            49|            1|
|  89|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
|  90|      37|      0|    0.00|  0.00|                 0|             14|             13|               8|     37|            37|            1|
|  91|      59|      0|    0.07|  0.06|                 1|             14|             18|              11|     59|            59|            1|
|  92|      52|      0|    0.00|  0.00|                 0|             15|             14|               9|     52|            52|            1|
|  93|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
|  94|      41|      0|    0.00|  0.00|                 0|             15|             14|              10|     41|            41|            1|
|  95|      54|      0|    0.08|  0.06|                 1|             13|             16|              10|     54|            54|            1|
|  96|      50|      0|    0.00|  0.00|                 0|             16|             16|               8|     50|            50|            1|
|  97|      36|      0|    0.00|  0.00|                 0|             15|             13|               7|     36|            36|            1|
|  98|      16|      0|    0.67|  0.67|                 2|              3|              3|               0|     16|            16|            1|
|  99|      28|      0|    0.08|  0.11|                 1|             13|              9|               6|     28|            28|            1|
| 100|      42|      0|    0.08|  0.08|                 1|             12|             13|               7|     42|            42|            1|
| 101|      26|      0|    0.00|  0.00|                 0|              4|             10|               2|     26|            26|            1|
| 102|      35|      0|    0.15|  0.15|                 2|             13|             13|               6|     35|            35|            1|
| 103|     106|      0|    0.05|  0.04|                 1|             19|             28|              18|    106|           106|            1|
| 104|      42|      0|    0.00|  0.00|                 0|             16|             13|               9|     42|            42|            1|
| 105|      54|      0|    0.08|  0.06|                 1|             13|             16|               8|     54|            54|            1|
| 106|      36|      0|    0.00|  0.00|                 0|             14|             13|               8|     36|            36|            1|
| 107|      27|      0|    0.00|  0.00|                 0|             12|             10|               6|     27|            27|            1|
| 108|      47|      0|    0.08|  0.07|                 1|             13|             14|               9|     47|            47|            1|
| 109|      39|      0|    0.00|  0.00|                 0|             15|             15|              13|     39|            39|            1|
| 110|      34|      0|    0.00|  0.00|                 0|             12|             12|               8|     34|            34|            1|
| 111|      84|      0|    0.06|  0.04|                 1|             18|             23|              16|     84|            84|            1|
| 112|      26|      0|    0.00|  0.00|                 0|             13|              8|               7|     26|            26|            1|
| 113|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 114|      53|      0|    0.08|  0.07|                 1|             13|             14|               8|     53|            53|            1|
| 115|      40|      0|    0.00|  0.00|                 0|             14|             13|               7|     40|            40|            1|
| 116|      37|      0|    0.00|  0.00|                 0|             13|             13|               8|     37|            37|            1|
| 117|      66|      0|    0.00|  0.00|                 0|             17|             19|              11|     66|            66|            1|
| 118|      41|      0|    0.00|  0.00|                 0|             15|             14|              12|     41|            41|            1|
| 119|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 120|      27|      0|    0.09|  0.09|                 1|             11|             11|               4|     27|            27|            1|
| 121|      26|      0|    0.00|  0.00|                 0|             13|             10|               7|     26|            26|            1|
| 122|      93|      0|    0.05|  0.05|                 1|             19|             20|              17|     93|            93|            1|
| 123|      34|      0|    0.00|  0.00|                 0|             15|             12|               7|     34|            34|            1|
| 124|      34|      0|    0.08|  0.08|                 1|             12|             12|               5|     34|            34|            1|
| 125|      28|      0|    0.07|  0.09|                 1|             14|             11|               7|     28|            28|            1|
| 126|      74|      0|    0.06|  0.05|                 1|             17|             19|              11|     74|            74|            1|
| 127|      30|      0|    0.21|  0.30|                 3|             14|             10|               5|     30|            30|            1|
| 128|      51|      0|    0.07|  0.07|                 1|             15|             15|               9|     51|            51|            1|
| 129|      26|      0|    0.00|  0.00|                 0|             12|              9|               6|     26|            26|            1|
| 130|      33|      0|    0.00|  0.00|                 0|             14|             12|               9|     33|            33|            1|
| 131|      10|      0|    0.67|  0.67|                 2|              3|              3|               0|     10|            10|            1|
| 132|      24|      0|    0.00|  0.00|                 0|             13|             10|               7|     24|            24|            1|
| 133|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 134|      21|      0|    0.08|  0.12|                 1|             13|              8|               7|     21|            21|            1|
| 135|      58|      0|    0.00|  0.00|                 0|             15|             15|               8|     58|            58|            1|
| 136|      13|      0|    1.00|  1.00|                 3|              3|              3|               0|     13|            13|            1|
| 137|      25|      0|    0.00|  0.00|                 0|             13|             10|               7|     25|            25|            1|
| 138|      41|      0|    0.08|  0.07|                 1|             13|             14|               9|     41|            41|            1|
| 139|      38|      0|    0.00|  0.00|                 0|             14|             11|               1|     38|            38|            1|
| 140|      35|      0|    0.08|  0.08|                 1|             12|             12|               6|     35|            35|            1|
| 141|      61|      0|    0.00|  0.00|                 0|             18|             20|              12|     61|            61|            1|
| 142|      21|      0|    0.00|  0.00|                 0|              4|              8|               0|     21|            21|            1|
| 143|      42|      0|    0.00|  0.00|                 0|             15|             14|              11|     42|            42|            1|
| 144|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 145|      42|      0|    0.00|  0.00|                 0|             17|             13|              12|     42|            42|            1|
| 146|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 147|      57|      0|    0.08|  0.05|                 1|             13|             20|              11|     57|            57|            1|
| 148|      27|      0|    0.00|  0.00|                 0|             12|             10|               7|     27|            27|            1|
| 149|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 150|      47|      0|    0.08|  0.07|                 1|             13|             14|               9|     47|            47|            1|
| 151|      28|      0|    0.00|  0.00|                 0|              4|             11|               2|     28|            28|            1|
| 152|      26|      0|    0.00|  0.00|                 0|             14|             10|               6|     26|            26|            1|
| 153|      33|      0|    0.09|  0.09|                 1|             11|             11|               3|     33|            33|            1|
| 154|      40|      0|    0.07|  0.07|                 1|             14|             14|               7|     40|            40|            1|
| 155|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 156|      45|      0|    0.08|  0.07|                 1|             13|             14|              10|     45|            45|            1|
| 157|      37|      0|    0.00|  0.00|                 0|             13|             13|               6|     37|            37|            1|
| 158|      46|      0|    0.08|  0.07|                 1|             13|             14|               8|     46|            46|            1|
| 159|      37|      0|    0.00|  0.00|                 0|             15|             11|              10|     37|            37|            1|
| 160|      35|      0|    0.00|  0.00|                 0|              5|             13|               4|     35|            35|            1|
| 161|      50|      0|    0.07|  0.08|                 1|             14|             13|               9|     50|            50|            1|
| 162|      36|      0|    0.00|  0.00|                 0|             14|             13|               9|     36|            36|            1|
| 163|      77|      0|    0.06|  0.05|                 1|             17|             22|              12|     77|            77|            1|
| 164|      55|      0|    0.00|  0.00|                 0|             18|             16|              12|     55|            55|            1|
| 165|      62|      0|    0.00|  0.00|                 0|             16|             19|              12|     62|            62|            1|
| 166|      55|      0|    0.00|  0.00|                 0|              6|             16|               6|     55|            55|            1|
| 167|     127|      0|    0.05|  0.04|                 1|             20|             26|              15|    127|           127|            1|
| 168|      30|      0|    0.00|  0.00|                 0|              4|             11|               2|     30|            30|            1|
| 169|      66|      0|    0.13|  0.13|                 2|             15|             15|               6|     66|            66|            1|
| 170|      35|      0|    0.00|  0.00|                 0|             13|             12|               6|     35|            35|            1|
| 171|      54|      0|    0.07|  0.06|                 1|             14|             16|               8|     54|            54|            1|
| 172|      39|      0|    0.00|  0.00|                 0|             15|             14|              12|     39|            39|            1|
| 173|      60|      0|    0.06|  0.06|                 1|             16|             18|              11|     60|            60|            1|
| 174|      36|      0|    0.00|  0.00|                 0|              4|             13|               2|     36|            36|            1|
| 175|      33|      0|    0.00|  0.00|                 0|             14|             13|               9|     33|            33|            1|
| 176|      38|      0|    0.00|  0.00|                 0|             12|             13|               7|     38|            38|            1|
| 177|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 178|      29|      0|    0.06|  0.09|                 1|             16|             11|              10|     29|            29|            1|
| 179|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 180|      52|      0|    0.08|  0.07|                 1|             13|             15|               7|     52|            52|            1|
| 181|      42|      0|    0.00|  0.00|                 0|             14|             14|              10|     42|            42|            1|
| 182|      46|      0|    0.08|  0.07|                 1|             12|             14|               6|     46|            46|            1|
| 183|      36|      0|    0.00|  0.00|                 0|             13|             11|               7|     36|            36|            1|
| 184|      30|      0|    0.00|  0.00|                 0|             13|             11|               7|     30|            30|            1|
| 185|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 186|      25|      0|    0.00|  0.00|                 0|             13|             10|               7|     25|            25|            1|
| 187|      65|      0|    0.07|  0.05|                 1|             15|             20|              10|     65|            65|            1|
| 188|      16|      0|    0.67|  0.67|                 2|              3|              3|               0|     16|            16|            1|
| 189|      37|      0|    0.00|  0.00|                 0|             13|             13|               8|     37|            37|            1|
| 190|      44|      0|    0.08|  0.08|                 1|             12|             12|               3|     44|            44|            1|
| 191|      41|      0|    0.13|  0.14|                 2|             15|             14|               6|     41|            41|            1|
| 192|      32|      0|    0.00|  0.00|                 0|             13|             12|              10|     32|            32|            1|
| 193|      66|      0|    0.00|  0.00|                 0|              7|             18|               6|     66|            66|            1|
| 194|      93|      0|    0.05|  0.04|                 1|             20|             24|              12|     93|            93|            1|
| 195|      61|      0|    0.00|  0.00|                 0|              7|             23|               4|     61|            61|            1|
| 196|     107|      0|    0.05|  0.04|                 1|             20|             28|              21|    107|           107|            1|
| 197|      28|      0|    0.00|  0.00|                 0|              4|             11|               2|     28|            28|            1|
| 198|      48|      0|    0.07|  0.07|                 1|             14|             15|              10|     48|            48|            1|
| 199|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 200|      81|      0|    0.06|  0.05|                 1|             18|             21|              14|     81|            81|            1|
| 201|      24|      0|    0.00|  0.00|                 0|             13|              8|               5|     24|            24|            1|
| 202|      98|      0|    0.05|  0.03|                 1|             20|             31|               9|     98|            98|            1|
| 203|      54|      0|    0.00|  0.00|                 0|             18|             16|              13|     54|            54|            1|
| 204|      53|      0|    0.00|  0.00|                 0|             16|             13|               9|     53|            53|            1|
| 205|      41|      0|    0.00|  0.00|                 0|              5|             14|               3|     41|            41|            1|
| 206|     108|      0|    0.06|  0.03|                 1|             18|             31|              17|    108|           108|            1|
| 207|      62|      0|    0.00|  0.00|                 0|             19|             19|              15|     62|            62|            1|
| 208|      60|      0|    0.00|  0.00|                 0|             16|             18|              12|     60|            60|            1|
| 209|      23|      0|    0.00|  0.00|                 0|              4|              9|               2|     23|            23|            1|
| 210|      45|      0|    0.00|  0.00|                 0|             19|             15|              14|     45|            45|            1|
| 211|      22|      0|    0.00|  0.00|                 0|             13|              8|               7|     22|            22|            1|
| 212|      22|      0|    0.00|  0.00|                 0|             14|              8|               6|     22|            22|            1|
| 213|      30|      0|    0.00|  0.00|                 0|             14|             11|               8|     30|            30|            1|
| 214|      53|      0|    0.07|  0.07|                 1|             14|             14|               7|     53|            53|            1|
| 215|      29|      0|    0.07|  0.09|                 1|             14|             11|               8|     29|            29|            1|
| 216|      51|      0|    0.07|  0.07|                 1|             14|             14|               8|     51|            51|            1|
| 217|      27|      0|    0.08|  0.10|                 1|             13|             10|               7|     27|            27|            1|
| 218|      38|      0|    0.08|  0.08|                 1|             13|             13|               8|     38|            38|            1|
| 219|      24|      0|    0.00|  0.00|                 0|             14|             10|               6|     24|            24|            1|
| 220|      38|      0|    0.08|  0.08|                 1|             12|             13|               4|     38|            38|            1|
| 221|      34|      0|    0.00|  0.00|                 0|             13|             12|               6|     34|            34|            1|
| 222|      49|      0|    0.07|  0.06|                 1|             14|             16|               9|     49|            49|            1|
| 223|      33|      0|    0.00|  0.00|                 0|             15|             11|               7|     33|            33|            1|
| 224|      41|      0|    0.07|  0.07|                 1|             14|             14|               8|     41|            41|            1|
| 225|      25|      0|    0.00|  0.00|                 0|             12|             10|               8|     25|            25|            1|
| 226|      79|      0|    0.05|  0.05|                 1|             19|             22|              18|     79|            79|            1|
| 227|      31|      0|    0.00|  0.00|                 0|             14|             11|               9|     31|            31|            1|
| 228|      29|      0|    0.00|  0.00|                 0|             13|             11|               7|     29|            29|            1|
| 229|      30|      0|    0.07|  0.09|                 1|             15|             11|               5|     30|            30|            1|
| 230|      30|      0|    0.00|  0.00|                 0|             13|             11|               7|     30|            30|            1|
| 231|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 232|      48|      0|    0.00|  0.00|                 0|             15|             14|               8|     48|            48|            1|
| 233|      39|      0|    0.00|  0.00|                 0|             12|             12|               1|     39|            39|            1|
| 234|      34|      0|    0.00|  0.00|                 0|             13|              9|               5|     34|            34|            1|
| 235|      33|      0|    0.00|  0.00|                 0|             14|             12|               7|     33|            33|            1|
| 236|      27|      0|    0.08|  0.10|                 1|             12|             10|               5|     27|            27|            1|
| 237|      30|      0|    0.00|  0.00|                 0|             13|             11|               8|     30|            30|            1|
| 238|      13|      0|    0.67|  0.67|                 2|              3|              3|               0|     13|            13|            1|
| 239|      58|      0|    0.07|  0.06|                 1|             15|             18|               9|     58|            58|            1|
| 240|      45|      0|    0.00|  0.00|                 0|             16|             14|              10|     45|            45|            1|
| 241|      26|      0|    0.00|  0.00|                 0|              4|             10|               2|     26|            26|            1|
| 242|      41|      0|    0.08|  0.07|                 1|             12|             14|               6|     41|            41|            1|
| 243|      31|      0|    0.08|  0.09|                 1|             12|             11|               6|     31|            31|            1|
| 244|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
| 245|      66|      0|    0.06|  0.06|                 1|             16|             18|              11|     66|            66|            1|
| 246|      40|      0|    0.00|  0.00|                 0|             17|             15|              11|     40|            40|            1|
| 247|      51|      0|    0.08|  0.07|                 1|             13|             14|               8|     51|            51|            1|
| 248|      31|      0|    0.00|  0.00|                 0|             13|             11|               6|     31|            31|            1|
| 249|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 250|      62|      0|    0.07|  0.05|                 1|             14|             19|               8|     62|            62|            1|
| 251|      35|      0|    0.00|  0.00|                 0|             14|             11|               9|     35|            35|            1|
| 252|      29|      0|    0.00|  0.00|                 0|             12|             11|               7|     29|            29|            1|
| 253|      31|      0|    0.00|  0.00|                 0|             14|             10|               9|     31|            31|            1|
| 254|      65|      0|    0.07|  0.05|                 1|             15|             20|              11|     65|            65|            1|
| 255|      35|      0|    0.00|  0.00|                 0|             12|             13|               4|     35|            35|            1|
| 256|      10|      0|    1.00|  1.00|                 3|              3|              3|               0|     10|            10|            1|
| 257|      57|      0|    0.00|  0.00|                 0|             17|             19|              10|     57|            57|            1|
| 258|      83|      0|    0.06|  0.05|                 1|             17|             19|              12|     83|            83|            1|
| 259|      34|      0|    0.00|  0.00|                 0|             13|             12|               8|     34|            34|            1|
| 260|      50|      0|    0.15|  0.13|                 2|             13|             15|               7|     50|            50|            1|
| 261|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 262|      54|      0|    0.07|  0.06|                 1|             14|             16|               6|     54|            54|            1|
| 263|      39|      0|    0.00|  0.00|                 0|             14|             14|               7|     39|            39|            1|
| 264|      12|      0|    0.67|  0.67|                 2|              3|              3|               0|     12|            12|            1|
| 265|      34|      0|    0.00|  0.00|                 0|             13|             12|               8|     34|            34|            1|
| 266|      61|      0|    0.00|  0.00|                 0|              7|             19|               3|     61|            61|            1|
| 267|     137|      0|    0.04|  0.06|                 1|             25|             16|              10|    137|           137|            1|
| 268|      60|      0|    0.00|  0.00|                 0|              7|             18|               4|     60|            60|            1|
| 269|     104|      0|    0.05|  0.04|                 1|             21|             28|              16|    104|           104|            1|
| 270|      61|      0|    0.00|  0.00|                 0|             19|             19|              13|     61|            61|            1|
| 271|      43|      0|    0.00|  0.00|                 0|             16|             14|              12|     43|            43|            1|
| 272|      66|      0|    0.06|  0.06|                 1|             17|             18|              11|     66|            66|            1|
| 273|      10|      0|    1.00|  1.00|                 3|              3|              3|               0|     10|            10|            1|
| 274|      96|      0|    0.05|  0.04|                 1|             20|             26|              18|     96|            96|            1|
| 275|      68|      0|    0.00|  0.00|                 0|             22|             20|              17|     68|            68|            1|
| 276|      58|      0|    0.00|  0.00|                 0|              6|             18|               6|     58|            58|            1|
| 277|      30|      0|    0.08|  0.09|                 1|             12|             11|               7|     30|            30|            1|
| 278|     107|      0|    0.06|  0.04|                 1|             18|             28|              15|    107|           107|            1|
| 279|      76|      0|    0.00|  0.00|                 0|             17|             21|              13|     76|            76|            1|
| 280|      46|      0|    0.00|  0.00|                 0|             14|             14|              11|     46|            46|            1|
| 281|      54|      0|    0.07|  0.06|                 1|             14|             16|              10|     54|            54|            1|
| 282|      33|      0|    0.00|  0.00|                 0|             15|             11|               7|     33|            33|            1|
| 283|      43|      0|    0.08|  0.07|                 1|             13|             14|               9|     43|            43|            1|
| 284|      28|      0|    0.08|  0.10|                 1|             13|             10|               9|     28|            28|            1|
| 285|      93|      0|    0.06|  0.04|                 1|             17|             23|              15|     93|            93|            1|
| 286|      30|      0|    0.08|  0.09|                 1|             12|             11|               9|     30|            30|            1|
| 287|      49|      0|    0.08|  0.06|                 1|             13|             16|               7|     49|            49|            1|
| 288|      35|      0|    0.00|  0.00|                 0|             15|             13|               8|     35|            35|            1|
| 289|      62|      0|    0.19|  0.16|                 3|             16|             19|               8|     62|            62|            1|
| 290|      37|      0|    0.00|  0.00|                 0|             14|             13|               7|     37|            37|            1|
| 291|      44|      0|    0.00|  0.00|                 0|             15|             14|              10|     44|            44|            1|
| 292|      27|      0|    0.08|  0.10|                 1|             12|             10|               4|     27|            27|            1|
| 293|      48|      0|    0.00|  0.00|                 0|             14|             15|               7|     48|            48|            1|
| 294|      49|      0|    0.00|  0.00|                 0|             15|             16|              11|     49|            49|            1|
| 295|      25|      0|    0.00|  0.00|                 0|             11|             10|               6|     25|            25|            1|
| 296|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 297|      36|      0|    0.00|  0.00|                 0|             13|             13|               9|     36|            36|            1|
| 298|      14|      0|    1.00|  1.00|                 3|              3|              3|               0|     14|            14|            1|
| 299|      34|      0|    0.00|  0.00|                 0|             13|             12|               9|     34|            34|            1|
| 300|      45|      0|    0.00|  0.00|                 0|              5|             14|               4|     45|            45|            1|
| 301|      35|      0|    0.00|  0.00|                 0|             13|             13|               9|     35|            35|            1|
| 302|      15|      0|    0.67|  0.67|                 2|              3|              3|               0|     15|            15|            1|
| 303|      56|      0|    0.08|  0.06|                 1|             13|             17|               8|     56|            56|            1|
| 304|      14|      0|    0.67|  0.67|                 2|              3|              3|               0|     14|            14|            1|
| 305|      60|      0|    0.07|  0.06|                 1|             14|             18|              10|     60|            60|            1|
| 306|      15|      0|    0.67|  0.67|                 2|              3|              3|               0|     15|            15|            1|
| 307|      45|      0|    0.07|  0.07|                 1|             14|             14|              10|     45|            45|            1|
| 308|      11|      0|    0.67|  0.67|                 2|              3|              3|               0|     11|            11|            1|
